ID,gender,Partner,ServiceForPhone,2ormoreLines,ServiceforInternet,Security,ProtectionforDevice,Support,UseType,MonthlyofCharges,TotalofCharges
3823,Male,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Two year,78.85,5763.15
3824,Male,No,Yes,No,DSL,No,No,No,Month-to-month,55.3,238.5
3825,Female,Yes,Yes,No,No,No internet service,No internet service,No internet service,Two year,19.35,1031.7
3826,Male,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,Two year,25.35, 
3827,Female,No,Yes,No,No,No internet service,No internet service,No internet service,One year,20.45,34.8
3828,Female,Yes,Yes,No,No,No internet service,No internet service,No internet service,Two year,19.35,1319.95
3829,Male,Yes,Yes,Yes,Fiber optic,No,No,No,Month-to-month,101.0,4388.4
3830,Male,Yes,Yes,Yes,Fiber optic,No,No,No,Month-to-month,100.2,420.2
3831,Male,Yes,Yes,Yes,Fiber optic,Yes,No,No,One year,89.05,2177.45
3832,Female,Yes,Yes,Yes,DSL,No,No,Yes,One year,78.65,3950.85
3833,Male,No,Yes,Yes,DSL,No,Yes,No,Month-to-month,74.75,827.05
3834,Female,Yes,Yes,No,DSL,Yes,No,No,One year,70.1,3913.3
3835,Female,Yes,Yes,No,No,No internet service,No internet service,No internet service,One year,19.9,533.5
3836,Female,Yes,Yes,Yes,DSL,No,Yes,Yes,One year,58.35,3756.45
3837,Female,No,Yes,No,Fiber optic,No,Yes,Yes,One year,105.65,443.9
3838,Female,No,Yes,Yes,Fiber optic,No,Yes,No,Month-to-month,100.5,2599.95
3839,Female,Yes,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,20.05,284.3
3840,Male,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,Two year,25.65,1740.8
3841,Male,Yes,Yes,Yes,Fiber optic,No,No,No,Month-to-month,96.5,3436.1
3842,Female,Yes,Yes,Yes,Fiber optic,No,No,No,Month-to-month,95.0,2462.55
3843,Male,Yes,Yes,No,Fiber optic,No,No,No,Month-to-month,70.85,70.85
3844,Female,No,Yes,Yes,DSL,Yes,Yes,Yes,One year,85.95,3110.1
3845,Male,No,Yes,No,Fiber optic,No,Yes,No,Month-to-month,73.9,280.85
3846,Female,Yes,Yes,No,DSL,No,No,No,Month-to-month,45.45,411.75
3847,Male,No,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,20.0,198.6
3848,Female,No,Yes,No,DSL,No,No,No,Month-to-month,49.2,103.7
3849,Female,Yes,Yes,Yes,Fiber optic,Yes,Yes,No,Two year,109.45,6144.55
3850,Male,Yes,Yes,No,DSL,Yes,Yes,Yes,Two year,83.25,4089.45
3851,Female,Yes,Yes,No,No,No internet service,No internet service,No internet service,Two year,19.25,864.2
3852,Male,No,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,19.65,19.65
3853,Male,No,Yes,Yes,Fiber optic,No,No,No,Month-to-month,72.8,3249.4
3854,Female,Yes,Yes,Yes,Fiber optic,Yes,No,Yes,Month-to-month,109.65,5405.8
4311,Female,No,No,No phone service,DSL,No,No,No,Month-to-month,40.1,293.3
4312,Male,Yes,Yes,No,DSL,No,Yes,Yes,Two year,82.1,2603.1
4313,Female,No,Yes,No,Fiber optic,No,No,Yes,Month-to-month,79.1,1783.75
4314,Male,No,Yes,Yes,Fiber optic,No,No,No,Month-to-month,101.25,2440.15
4315,Female,No,Yes,No,Fiber optic,No,No,No,Month-to-month,79.55,79.55
4316,Male,No,Yes,Yes,DSL,Yes,Yes,Yes,Two year,90.65,6322.1
4317,Female,No,Yes,No,No,No internet service,No internet service,No internet service,One year,20.55,57.4
4318,Male,No,Yes,No,DSL,No,No,Yes,One year,75.75,4284.65
4319,Male,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,One year,110.0,7138.65
4320,Male,Yes,Yes,No,No,No internet service,No internet service,No internet service,One year,20.85,1539.75
4321,Female,No,Yes,Yes,Fiber optic,No,Yes,No,Month-to-month,80.35,1058.1
4322,Female,No,Yes,No,Fiber optic,No,No,No,Month-to-month,70.15,123.8
4323,Female,No,Yes,Yes,Fiber optic,No,No,No,One year,84.05,2781.85
4324,Male,No,Yes,No,DSL,Yes,Yes,No,Month-to-month,67.45,2731
4325,Male,No,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,20.75,20.75
4326,Male,No,Yes,No,Fiber optic,No,No,No,Month-to-month,89.1,89.1
4327,Female,No,Yes,No,Fiber optic,No,No,No,Month-to-month,69.9,497.3
4328,Female,Yes,Yes,Yes,DSL,No,No,No,Month-to-month,51.1,711.15
4329,Female,Yes,Yes,Yes,Fiber optic,Yes,Yes,No,Month-to-month,94.4,1607.2
4330,Male,No,Yes,No,Fiber optic,No,Yes,No,Month-to-month,78.25,1490.95
4331,Male,No,Yes,Yes,No,No internet service,No internet service,No internet service,Two year,25.55,1898.1
4332,Female,Yes,Yes,Yes,DSL,Yes,No,Yes,Two year,60.0,3273.95
4333,Male,Yes,Yes,Yes,Fiber optic,Yes,No,Yes,Month-to-month,90.55,2929.75
4334,Female,No,Yes,No,Fiber optic,Yes,No,No,Month-to-month,76.4,838.7
4335,Female,No,Yes,No,Fiber optic,No,Yes,No,Month-to-month,84.95,1443.65
4336,Female,No,Yes,Yes,Fiber optic,Yes,No,Yes,Two year,110.1,7746.7
4337,Female,No,Yes,Yes,Fiber optic,No,No,No,Month-to-month,99.65,6951.15
4338,Male,No,No,No phone service,DSL,No,Yes,Yes,Month-to-month,45.4,214.75
4339,Male,Yes,Yes,Yes,DSL,No,Yes,Yes,One year,69.0,2669.45
4340,Male,No,Yes,No,DSL,No,No,Yes,Month-to-month,48.65,235.2
4341,Male,No,Yes,No,DSL,No,No,No,Month-to-month,44.15,92.65
4342,Female,No,Yes,Yes,DSL,Yes,Yes,No,Two year,59.85,3103.25
4343,Female,No,Yes,Yes,Fiber optic,No,No,No,Month-to-month,75.75,606.25
4344,Female,No,Yes,Yes,DSL,No,Yes,No,Two year,80.65,5330.2
4345,Male,Yes,Yes,No,No,No internet service,No internet service,No internet service,One year,20.55,1403.1
4346,Female,Yes,Yes,Yes,DSL,Yes,No,Yes,Month-to-month,66.4,2727.8
4347,Female,No,Yes,No,Fiber optic,No,No,Yes,Two year,100.2,5038.45
4348,Female,No,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,19.1,19.1
4349,Male,Yes,Yes,Yes,Fiber optic,Yes,No,No,Month-to-month,80.3,80.3
4350,Male,Yes,Yes,No,DSL,No,No,No,Month-to-month,44.55,1462.6
4351,Female,No,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,20.35,150.6
4352,Male,Yes,Yes,Yes,Fiber optic,Yes,Yes,No,Month-to-month,91.8,5960.5
4353,Female,No,Yes,No,Fiber optic,No,Yes,No,Month-to-month,74.9,74.9
4354,Male,No,Yes,No,No,No internet service,No internet service,No internet service,Two year,20.2,1192.3
4355,Female,Yes,Yes,Yes,DSL,No,No,No,Month-to-month,50.35,314.55
4356,Female,No,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,18.8,56
4357,Female,Yes,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,20.45,330.8
4358,Male,Yes,Yes,No,DSL,No,No,No,One year,64.75,877.35
4359,Female,No,Yes,Yes,Fiber optic,No,No,No,Month-to-month,98.7,2249.1
4360,Male,Yes,Yes,Yes,Fiber optic,Yes,No,No,Month-to-month,89.45,2807.65
4361,Male,No,Yes,No,DSL,Yes,No,Yes,One year,58.75,1696.2
4362,Female,Yes,Yes,No,No,No internet service,No internet service,No internet service,One year,20.7,1032.05
4363,Female,Yes,Yes,Yes,Fiber optic,No,No,No,Month-to-month,85.6,4902.8
4364,Female,No,Yes,Yes,DSL,Yes,Yes,Yes,Two year,80.3,4995.35
4365,Male,Yes,Yes,Yes,DSL,No,Yes,Yes,Two year,79.8,5034.05
4366,Male,Yes,Yes,Yes,Fiber optic,Yes,No,No,Month-to-month,79.85,1857.75
4367,Male,Yes,Yes,No,DSL,No,Yes,Yes,One year,54.1,1992.85
4368,Female,No,Yes,No,Fiber optic,No,No,No,Month-to-month,80.85,751.65
4369,Male,No,No,No phone service,DSL,No,No,No,Month-to-month,24.75,66.95
4370,Female,Yes,Yes,No,DSL,Yes,Yes,Yes,One year,80.9,1714.95
4371,Male,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,One year,24.5,343.6
4372,Male,Yes,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,20.15,20.15
4373,Female,Yes,Yes,No,No,No internet service,No internet service,No internet service,One year,20.05,520.1
4374,Male,Yes,Yes,No,No,No internet service,No internet service,No internet service,Two year,19.6,1387.45
4375,Male,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,One year,114.3,7383.7
4376,Female,No,Yes,No,Fiber optic,Yes,No,No,One year,100.3,4483.95
4377,Female,Yes,Yes,No,Fiber optic,No,No,No,Month-to-month,80.0,1706.45
4378,Female,Yes,Yes,No,No,No internet service,No internet service,No internet service,One year,20.85,1327.4
4379,Female,Yes,Yes,Yes,Fiber optic,No,Yes,No,Two year,89.95,5974.3
4380,Female,Yes,Yes,No,No,No internet service,No internet service,No internet service,Two year,20.0, 
4381,Female,No,Yes,Yes,Fiber optic,No,Yes,No,Month-to-month,90.85,4515.85
4382,Female,No,Yes,Yes,DSL,No,No,No,Month-to-month,48.75,179.85
4383,Male,Yes,Yes,Yes,DSL,Yes,Yes,Yes,One year,80.0,5040.2
4384,Female,Yes,Yes,No,Fiber optic,No,Yes,No,Month-to-month,79.7,165
4385,Male,No,Yes,No,No,No internet service,No internet service,No internet service,One year,20.35,422.7
4386,Male,Yes,Yes,No,DSL,Yes,No,Yes,Two year,57.55,3046.4
4387,Male,No,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,20.25,20.25
4388,Female,No,Yes,No,No,No internet service,No internet service,No internet service,Two year,19.4,358.05
4389,Male,No,Yes,Yes,Fiber optic,Yes,No,No,Month-to-month,100.4,2936.25
4390,Male,Yes,Yes,No,DSL,Yes,No,Yes,Month-to-month,57.95,1271.8
4391,Female,No,Yes,No,DSL,No,No,Yes,Month-to-month,59.5,530.05
4392,Male,Yes,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,19.2,19.2
4393,Female,Yes,Yes,Yes,Fiber optic,No,No,No,Month-to-month,86.5,1808.7
4394,Male,No,Yes,Yes,DSL,No,Yes,Yes,Month-to-month,59.55,1144.6
4395,Female,Yes,Yes,Yes,Fiber optic,No,Yes,No,Month-to-month,103.95,7446.9
4396,Male,No,No,No phone service,DSL,No,No,No,Month-to-month,25.1,25.1
4397,Female,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,Two year,103.95,7556.9
4398,Male,Yes,Yes,Yes,DSL,Yes,Yes,No,Two year,68.95,4858.7
4399,Female,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,Month-to-month,103.1,6595
4400,Female,Yes,No,No phone service,DSL,No,No,No,Month-to-month,24.7,149.05
4401,Female,Yes,Yes,Yes,Fiber optic,Yes,No,Yes,Month-to-month,110.2,4972.1
4402,Male,No,No,No phone service,DSL,Yes,No,Yes,Month-to-month,48.95,1880.85
4403,Female,Yes,Yes,Yes,DSL,No,Yes,No,Month-to-month,62.45,2045.55
4404,Male,No,Yes,No,Fiber optic,No,Yes,No,Month-to-month,89.55,2187.15
4405,Male,Yes,Yes,No,Fiber optic,No,No,No,Month-to-month,83.55,477.55
4406,Female,No,Yes,Yes,DSL,Yes,Yes,Yes,Month-to-month,78.9,2976.95
4407,Male,No,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,20.35,178.7
4408,Female,Yes,Yes,Yes,DSL,Yes,Yes,No,Two year,71.45,5025.85
4409,Male,Yes,No,No phone service,DSL,Yes,Yes,Yes,Two year,46.35,3353.4
4410,Female,Yes,Yes,No,Fiber optic,No,No,No,Month-to-month,94.65,1461.15
4411,Female,Yes,No,No phone service,DSL,Yes,Yes,Yes,Month-to-month,49.9,2782.4
4412,Male,No,Yes,Yes,No,No internet service,No internet service,No internet service,One year,25.45,1699.15
4413,Female,No,Yes,No,Fiber optic,No,Yes,No,Month-to-month,89.15,1496.9
4414,Female,No,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,20.75,452.2
4415,Male,Yes,Yes,Yes,DSL,Yes,Yes,No,Two year,66.1,4428.45
4416,Female,Yes,Yes,Yes,DSL,No,No,No,Month-to-month,75.4,1322.55
4417,Male,No,Yes,No,Fiber optic,No,No,No,Month-to-month,70.45,70.45
4418,Male,Yes,Yes,No,DSL,Yes,Yes,No,One year,60.3,3563.8
4419,Female,Yes,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,21.05,139.75
4420,Male,No,Yes,No,DSL,Yes,Yes,Yes,One year,69.35,1927.3
4421,Male,Yes,Yes,Yes,Fiber optic,No,No,No,Month-to-month,88.85,3000.25
4422,Male,No,Yes,No,Fiber optic,No,No,No,One year,97.0,3021.3
4423,Male,No,Yes,No,DSL,No,Yes,No,Month-to-month,66.4,2245.4
4424,Male,No,No,No phone service,DSL,No,No,No,Month-to-month,24.75,24.75
4425,Male,Yes,Yes,Yes,DSL,Yes,No,No,Month-to-month,69.2,944.65
4426,Female,No,Yes,Yes,Fiber optic,No,No,Yes,One year,79.5,1264.2
4427,Female,No,Yes,No,Fiber optic,No,Yes,Yes,Two year,100.65,4917.75
4428,Male,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,Month-to-month,103.3,2012.7
4429,Female,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Two year,79.7,5743.3
4430,Female,Yes,Yes,No,DSL,Yes,No,Yes,Month-to-month,61.4,1864.65
4431,Female,No,Yes,No,Fiber optic,No,No,No,Month-to-month,69.8,1221.65
4432,Male,No,No,No phone service,DSL,Yes,No,Yes,Two year,40.55,1390.85
4433,Female,No,Yes,Yes,Fiber optic,No,No,No,Month-to-month,75.65,302.35
4434,Female,Yes,Yes,Yes,Fiber optic,Yes,Yes,No,Month-to-month,90.7,1374.9
4435,Male,Yes,Yes,Yes,Fiber optic,No,No,No,Month-to-month,80.5,1336.9
4436,Female,No,Yes,No,DSL,Yes,Yes,No,Month-to-month,60.6,1297.8
4437,Male,Yes,Yes,Yes,Fiber optic,No,Yes,No,Two year,101.15,6067.4
4438,Male,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,Two year,24.95,1222.25
4439,Male,Yes,Yes,No,No,No internet service,No internet service,No internet service,Two year,20.3,487.95
4440,Male,No,Yes,No,DSL,No,No,No,Two year,60.0,2548.55
4441,Male,Yes,Yes,No,No,No internet service,No internet service,No internet service,Two year,20.25,835.5
4442,Male,No,Yes,No,Fiber optic,No,No,No,Month-to-month,78.5,242.05
4443,Female,No,Yes,No,DSL,No,No,No,Month-to-month,44.75,44.75
4444,Female,No,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,19.85,63.75
4445,Female,No,Yes,Yes,Fiber optic,Yes,Yes,No,Two year,98.0,6218.45
4446,Male,No,Yes,No,Fiber optic,No,No,No,Month-to-month,79.9,260.9
4447,Male,Yes,Yes,Yes,Fiber optic,Yes,No,Yes,Month-to-month,107.7,7320.9
4448,Female,No,Yes,Yes,Fiber optic,No,No,No,Month-to-month,99.7,2967.35
4449,Female,No,Yes,Yes,Fiber optic,No,Yes,No,Two year,104.7,6333.8
4450,Male,No,Yes,Yes,DSL,No,No,Yes,Month-to-month,58.6,939.7
4451,Male,No,Yes,Yes,Fiber optic,No,No,No,Month-to-month,93.9,4200.25
4452,Female,Yes,Yes,No,DSL,Yes,Yes,Yes,Two year,86.45,5950.2
4453,Male,Yes,Yes,Yes,Fiber optic,No,Yes,No,Month-to-month,98.5,1037.75
4454,Male,No,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,19.4,93.4
4455,Female,No,Yes,No,DSL,No,Yes,No,Month-to-month,50.45,50.45
4456,Female,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,Two year,24.95,1614.9
4457,Male,Yes,Yes,No,Fiber optic,Yes,No,No,Month-to-month,75.0,1573.95
4458,Male,Yes,Yes,Yes,Fiber optic,No,Yes,No,Month-to-month,94.65,3624.3
4459,Female,No,Yes,Yes,Fiber optic,No,No,No,Month-to-month,100.25,100.25
4460,Male,Yes,Yes,No,Fiber optic,No,Yes,Yes,Month-to-month,78.2,1468.75
4461,Male,No,Yes,No,Fiber optic,No,No,Yes,Month-to-month,94.2,2607.6
4462,Female,No,Yes,Yes,Fiber optic,No,Yes,No,Month-to-month,88.45,1422.1
4463,Male,No,Yes,No,Fiber optic,No,No,No,Month-to-month,69.85,69.85
4464,Male,No,Yes,No,Fiber optic,Yes,Yes,No,Month-to-month,81.7,858.6
4465,Male,No,No,No phone service,DSL,No,Yes,No,One year,50.05,1523.4
4466,Male,No,Yes,No,Fiber optic,No,No,No,Month-to-month,79.9,324.3
4467,Female,Yes,Yes,Yes,DSL,No,Yes,Yes,One year,69.55,3435.6
4468,Female,No,Yes,Yes,No,No internet service,No internet service,No internet service,Month-to-month,25.4,399.6
4469,Male,No,Yes,No,Fiber optic,Yes,Yes,Yes,One year,90.1,4549.45
4470,Male,No,Yes,No,DSL,No,No,No,Month-to-month,44.65,322.5
4471,Male,Yes,Yes,Yes,Fiber optic,Yes,Yes,No,Month-to-month,83.75,3273.55
4472,Male,Yes,Yes,No,Fiber optic,Yes,Yes,No,Two year,80.35,5375.15
4473,Female,Yes,Yes,Yes,Fiber optic,No,Yes,No,Month-to-month,98.1,2510.7
4474,Male,No,No,No phone service,DSL,No,Yes,Yes,Two year,53.35,3090.05
4475,Female,No,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,19.55,61.05
4476,Female,No,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,20.9,20.9
4477,Male,Yes,Yes,No,DSL,Yes,No,No,One year,48.95,955.6
4478,Female,No,Yes,No,DSL,No,No,No,Month-to-month,54.2,140.4
4479,Female,No,Yes,Yes,No,No internet service,No internet service,No internet service,Two year,24.45,1493.1
4480,Female,Yes,Yes,No,Fiber optic,No,No,No,Month-to-month,69.4,69.4
4481,Male,Yes,No,No phone service,DSL,Yes,No,No,Month-to-month,40.15,1626.05
4482,Female,No,Yes,Yes,Fiber optic,No,No,No,Month-to-month,74.9,541.15
4483,Male,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,Two year,25.6,1784.9
4484,Male,No,Yes,No,Fiber optic,No,No,No,Month-to-month,70.35,70.35
4485,Male,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Two year,91.7,6075.9
4486,Female,No,Yes,Yes,Fiber optic,No,Yes,No,Month-to-month,89.2,5500.6
4487,Male,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,One year,24.1,73.1
4488,Female,Yes,Yes,No,Fiber optic,Yes,No,No,Month-to-month,74.15,3229.4
4489,Female,Yes,Yes,Yes,DSL,No,No,No,One year,53.85,3399.85
4490,Female,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,One year,115.6,6431.05
4491,Male,No,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,19.75,19.75
4492,Male,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,Two year,24.05,1230.9
4493,Female,No,Yes,Yes,No,No internet service,No internet service,No internet service,Two year,25.3,454.65
4494,Male,No,Yes,No,Fiber optic,No,No,No,Month-to-month,84.3,235.05
4495,Female,No,Yes,No,Fiber optic,No,No,No,Month-to-month,70.1,70.1
4496,Female,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Two year,89.75,6595.9
4497,Male,Yes,Yes,No,Fiber optic,No,Yes,No,One year,97.95,5867
4498,Female,Yes,Yes,No,No,No internet service,No internet service,No internet service,One year,20.0,196.35
4499,Female,No,Yes,Yes,Fiber optic,Yes,No,No,Month-to-month,78.3,909.25
4500,Male,Yes,Yes,No,Fiber optic,No,Yes,Yes,One year,103.9,6449.15
4501,Female,No,Yes,No,No,No internet service,No internet service,No internet service,Two year,20.7,762.45
4502,Male,No,Yes,Yes,Fiber optic,No,No,No,Month-to-month,96.8,5283.95
4503,Female,No,Yes,Yes,Fiber optic,Yes,No,No,Month-to-month,94.4,1617.5
4504,Male,No,Yes,No,No,No internet service,No internet service,No internet service,One year,20.15,785.75
4505,Female,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,Two year,26.0,1776
4506,Male,Yes,Yes,Yes,DSL,No,Yes,Yes,Two year,77.35,5396.25
4507,Female,No,Yes,No,DSL,Yes,No,Yes,Month-to-month,66.05,574.5
4508,Female,Yes,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,19.9,400.3
4509,Female,No,Yes,No,Fiber optic,No,No,No,Month-to-month,84.3,84.3
4510,Female,No,Yes,Yes,DSL,No,No,Yes,Month-to-month,68.15,2656.3
4511,Male,No,Yes,No,DSL,No,Yes,Yes,One year,80.85,1445.95
4512,Female,No,Yes,Yes,DSL,No,Yes,Yes,Two year,75.5,5212.65
4513,Female,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Two year,92.45,6440.25
4514,Female,No,Yes,No,Fiber optic,No,No,No,Month-to-month,80.6,2244.95
4515,Female,No,Yes,No,Fiber optic,No,No,No,Month-to-month,83.2,1130
4516,Male,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Two year,87.55,6463.15
4517,Female,Yes,Yes,Yes,Fiber optic,No,Yes,No,Month-to-month,99.55,1131.2
4518,Male,No,Yes,Yes,Fiber optic,No,Yes,No,Month-to-month,81.25,585.95
4519,Female,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,One year,109.4,6252.7
4520,Male,Yes,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,19.95,19.95
4521,Female,Yes,No,No phone service,DSL,Yes,No,No,Month-to-month,45.55,2062.15
4522,Male,Yes,Yes,No,No,No internet service,No internet service,No internet service,One year,20.7,587.1
4523,Male,Yes,Yes,No,Fiber optic,Yes,No,No,Month-to-month,75.3,720.45
4524,Male,Yes,Yes,Yes,Fiber optic,Yes,Yes,No,Month-to-month,99.25,2186.4
4525,Male,No,Yes,No,Fiber optic,Yes,Yes,No,Month-to-month,93.4,2979.3
4526,Male,No,Yes,No,Fiber optic,Yes,No,No,Month-to-month,73.75,956.65
4527,Female,No,Yes,No,Fiber optic,No,Yes,Yes,Two year,80.45,3201.55
4528,Female,No,Yes,No,Fiber optic,No,Yes,No,Month-to-month,88.15,3973.2
4529,Male,No,Yes,No,DSL,No,No,Yes,Month-to-month,49.2,447.9
4530,Female,Yes,Yes,No,No,No internet service,No internet service,No internet service,Two year,19.65,1335.2
4531,Male,Yes,Yes,Yes,Fiber optic,No,Yes,No,Month-to-month,79.35,661.25
4532,Female,No,Yes,Yes,Fiber optic,No,No,No,Month-to-month,79.75,1111.85
4533,Female,Yes,Yes,Yes,Fiber optic,No,Yes,No,Two year,105.15,7555
4534,Male,No,Yes,No,DSL,No,No,Yes,Month-to-month,49.0,49
4535,Female,Yes,Yes,Yes,Fiber optic,No,Yes,No,Month-to-month,100.05,3046.15
4536,Male,No,Yes,No,Fiber optic,No,No,No,Month-to-month,69.35,69.35
4537,Male,Yes,No,No phone service,DSL,No,No,No,Month-to-month,49.8,836.35
4538,Female,No,Yes,No,Fiber optic,No,No,Yes,Month-to-month,85.8,272.2
4539,Male,Yes,Yes,Yes,DSL,Yes,Yes,No,Two year,79.7,5293.4
4540,Male,No,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,20.95,20.95
4541,Female,No,Yes,Yes,DSL,No,No,No,Month-to-month,50.55,50.55
4542,Female,Yes,Yes,Yes,Fiber optic,No,Yes,No,Month-to-month,79.3,2570
4543,Male,Yes,Yes,No,No,No internet service,No internet service,No internet service,One year,19.5,798.2
4544,Male,Yes,Yes,No,Fiber optic,No,No,No,Month-to-month,80.55,80.55
4545,Female,No,Yes,No,DSL,No,No,No,Month-to-month,44.15,44.15
4546,Female,Yes,Yes,Yes,Fiber optic,No,Yes,No,Month-to-month,84.5,916.9
4547,Male,Yes,Yes,Yes,Fiber optic,Yes,No,No,Month-to-month,105.5,6487.2
4548,Female,No,Yes,No,Fiber optic,No,No,No,Month-to-month,84.3,1855.65
4549,Female,No,Yes,Yes,Fiber optic,No,Yes,Yes,Month-to-month,92.7,1556.85
